00200000,10984,
00000,11058,
00000,11131,
00000,11203,
00000,11276,
00000,11350,
00000,11423,
00000,11495,
00000,11568,
00000,11642,
00000,11715,
00000,11787,
00000,11860,
00000,11934,
00000,12007,
00000,12079,
00000,12152,
00000,12226,
00000,12299,
00000,12371,
00000,12444,
00000,12518,
00000,12591,
00000,12663,
00000,12736,
00000,12810,
00000,12883,
00000,12955,
00000,13028,
00000,13102,
00000,13175,
00000,13247,
00000,13320,
00000,13394,
00000,13467,
00000,13539,
00000,13612,
00000,13686,
00000,13759,
00000,13831,
00000,13904,
00000,13978,
00000,14051,
00000,14123,
00000,14196,
00000,14270,
00000,14343,
00000,14415,
00000,14488,
00000,14562,
00000,14635,
00000,14708,
00000,14781,
00000,14854,
00000,14927,
00000,14999,
00000,15073,
00000,15146,
00000,15219,
00000,15292,
00000,15365,
00000,15438,
00000,15511,
00000,15584,
00000,15657,
00000,15730,
00000,15803,
00000,15876,
00000,15949,
00000,16022,
00000,16095,
00000,16168,
00000,16241,
00000,16314,
00000,16387,
00000,16460,
00000,16533,
00000,16606,
00000,16679,
00000,16752,
00000,16825,
00000,16898,
00000,16971,
00000,17044,
00000,17117,
00000,17190,
00000,17263,
00000,17336,
00000,17409,
00000,17482,
00000,17555,
00000,17628,
00000,17701,
00000,17774,
00000,17847,
00000,17920,
00000,17993,
00000,18066,
00000,18139,
00000,18212,
00000,18285,
00000,18358,
00000,18431,
00000,18504,
00000,18577,
00000,18650,
00000,18723,
00000,18796,
00000,18869,
00000,18942,
00000,19015,
00000,19088,
00000,19161,
00000,19234,
00000,19307,
00000,19380,
00000,19453,
00000,19526,
00000,19599,
00000,19672,
00000,19745,
00000,19818,
00000,19891,
00000,19964,
00000,20038,
00000,20110,
00000,20183,
00000,20256,
00000,20329,
00000,20402,
00000,20475,
00000,20548,
00000,20622,
00000,20694,
00000,20767,
00000,20840,
00000,20914,
00000,20987,
00000,21059,
00000,21132,
00000,21206,
00000,21278,
00000,21351,
00000,21424,
00000,21498,
00000,21570,
00000,21643,
00000,21716,
00000,21790,
00000,21863,
00000,21935,
00000,22008,
00000,22082,
00000,22155,
00000,22227,
00000,22300,
00000,22374,
00000,22447,
00000,22519,
00000,22592,
00000,22666,
00000,22739,
00000,22811,
00000,22884,
00000,22958,
00000,23031,
00000,23103,
00000,23176,
00000,23250,
00000,23323,
00000,23395,
00000,23468,
00000,23542,
00000,23615,
00000,23687,
00000,23760,
00000,23834,
00000,23907,
00000,23979,
00000,24052,
00000,24126,
00000,24199,
00000,24271,
00000,24344,
00000,24418,
00000,24491,
00000,24563,
00000,24636,
00000,24710,
00000,24783,
00000,24855,
00000,24928,
00000,25002,
00000,25075,
00000,25147,
00000,25220,
00000,25294,
00000,25367,
00000,25439,
00000,25513,
00000,25586,
00000,25659,
00000,25732,
00000,25805,
00000,25878,
00000,25951,
00000,26024,
00000,26097,
00000,26170,
00000,26243,
00000,26316,
00000,26389,
00000,26462,
00000,26535,
00000,26608,
00000,26681,
00000,26754,
00000,26827,
00000,26900,
00000,26973,
00000,27046,
00000,27119,
00000,27191,
00000,27264,
00000,27338,
00000,27411,
00000,27484,
00000,27557,
00000,27630,
00000,27703,
00000,27776,
00000,27849,
00000,27922,
00000,27995,
00000,28068,
00000,28141,
00000,28214,
00000,28287,
00000,28360,
00000,28433,
00000,28506,
00000,28579,
00000,28652,
00000,28725,
00000,28798,
00000,28871,
00000,28944,
00000,29017,
00000,29090,
00000,29163,
00000,29236,
00000,29309,
00000,29382,
00000,29455,
00000,29528,
00000,29601,
00000,29674,
00000,29747,
00000,29820,
00000,29893,
00000,29966,
00000,30039,
00000,30112,
00000,30185,
00000,30258,
00000,30331,
00000,30404,
00000,30477,
00000,30550,
00000,30623,
00000,30696,
00000,30769,
00000,30842,
00000,30915,
00000,30988,
00000,31061,
00000,31134,
00000,31207,
00000,31280,
00000,31353,
00000,31426,
00000,31499,
00000,31572,
00000,31645,
00000,31718,
00000,31791,
00000,31864,
00000,31937,
00000,32010,
00000,32083,
00000,32156,
00000,32229,
00000,32303,
00000,32375,
00000,32448,
00000,32522,
00000,32594,
00000,32667,
00000,32740,
00000,32814,
00000,32887,
00000,32959,
00000,33032,
00000,33105,
00000,33178,
00000,33251,
00000,33324,
00000,33397,
00000,33470,
00000,33543,
00000,33616,
00000,33689,
00000,33762,
00000,33835,
00000,33908,
00000,33981,
00000,34054,
00000,34127,
00000,34200,
00000,34273,
00000,34346,
00000,34419,
00000,34492,
00000,34565,
00000,34638,
00000,34711,
00000,34784,
00000,34858,
00000,34930,
00000,35003,
00000,35076,
00000,35150,
00000,35223,
00000,35295,
00000,35368,
00000,35442,
00000,35515,
00000,35587,
00000,35660,
00000,35734,
00000,35806,
00000,35879,
00000,35952,
00000,36026,
00000,36099,
00000,36171,
00000,36244,
00000,36318,
00000,36391,
00000,36463,
00000,36536,
00000,36610,
00000,36683,
00000,36755,
00000,36828,
00000,36902,
00000,36975,
00000,37047,
00000,37120,
00000,37194,
00000,37267,
00000,37339,
00000,37412,
00000,37486,
00000,37559,
00000,37631,
00000,37704,
00000,37778,
00000,37851,
00000,37923,
00000,37996,
00000,38070,
00000,38143,
00000,38215,
00000,38288,
00000,38362,
00000,38435,
00000,38507,
00000,38580,
00000,38654,
00000,38727,
00000,38799,
00000,38872,
00000,38946,
00000,39019,
00000,39091,
00000,39164,
00000,39238,
00000,39311,
00000,39383,
00000,39457,
00000,39530,
00000,39603,
00000,39676,
00000,39749,
00000,39822,
00000,39895,
00000,39968,
00000,40041,
00000,40114,
00000,40187,
00000,40260,
00000,40333,
00000,40406,
00000,40479,
00000,40552,
00000,40625,
00000,40698,
00000,40771,
00000,40844,
00000,40917,
00000,40990,
00000,41063,
00000,41136,
00000,41209,
00000,41282,
00000,41355,
00000,41428,
00000,41501,
00000,41574,
00000,41647,
00000,41720,
00000,41793,
00000,41866,
00000,41939,
00000,42011,
00000,42084,
00000,42157,
00000,42229,
00000,42301,
00000,42374,
00000,42446,
00000,42518,
00000,42591,
00000,42663,
00000,42735,
00000,42807,
00000,42879,
00000,42951,
00000,43023,
00000,43095,
00000,43168,
00000,43240,
00000,43313,
00000,43386,
00000,43458,
00000,43531,
00000,43603,
00000,43675,
00000,43748,
00000,43821,
00000,43894,
00000,43966,
00000,44039,
00000,44112,
00000,44184,
00000,44257,
00000,44330,
00000,44403,
00000,44475,
00000,44548,
00000,44621,
00000,44694,
00000,44767,
00000,44839,
00000,44912,
00000,44985,
00000,45058,
00000,45130,
00000,45203,
00000,45276,
00000,45349,
00000,45422,
00000,45495,
00000,45568,
00000,45641,
00000,45714,
00000,45787,
00000,45859,
00000,45931,
00000,46004,
00000,46078,
00000,46150,
00000,46223,
00000,46295,
00000,46368,
00000,46441,
00000,46514,
00000,46587,
00000,46660,
00000,46733,
00000,46806,
00000,46879,
00000,46952,
00000,47025,
00000,47098,
00000,47171,
00000,47243,
00000,47316,
00000,47389,
00000,47462,
00000,47535,
00000,47607,
00000,47680,
00000,47753,
00000,47826,
00000,47898,
00000,47971,
00000,48044,
00000,48117,
00000,48190,
00000,48263,
00000,48336,
00000,48409,
00000,48482,
00000,48555,
00000,48627,
00000,48700,
00000,48772,
00000,48846,
00000,48919,
00000,48991,
00000,49064,
00000,49138,
00000,49210,
00000,49283,
00000,49355,
00000,49428,
00000,49501,
00000,49574,
00000,49647,
00000,49719,
00000,49792,
00000,49865,
00000,49938,
00000,50011,
00000,50084,
00000,50157,
00000,50230,
00000,50303,
00000,50376,
00000,50449,
00000,50522,
00000,50595,
00000,50668,
00000,50741,
00000,50814,
00000,50887,
00000,50960,
00000,51033,
00000,51106,
00000,51179,
00000,51252,
00000,51325,
00000,51398,
00000,51471,
00000,51544,
00000,51617,
00000,51690,
00000,51763,
